Date,Adj Close
03.01.2000,1455.22
04.01.2000,1399.42
05.01.2000,1402.11
06.01.2000,1403.45
07.01.2000,1441.47
10.01.2000,1457.60
11.01.2000,1438.56
12.01.2000,1432.25
13.01.2000,1449.68
14.01.2000,1465.15
18.01.2000,1455.14
19.01.2000,1455.90
20.01.2000,1445.57
21.01.2000,1441.36
24.01.2000,1401.53
25.01.2000,1410.03
26.01.2000,1404.09
27.01.2000,1398.56
28.01.2000,1360.16
31.01.2000,1394.46
01.02.2000,1409.28
02.02.2000,1409.12
03.02.2000,1424.97
04.02.2000,1424.37
07.02.2000,1424.24
08.02.2000,1441.72
09.02.2000,1411.71
10.02.2000,1416.83
11.02.2000,1387.12
14.02.2000,1389.94
15.02.2000,1402.05
16.02.2000,1387.67
17.02.2000,1388.26
18.02.2000,1346.09
22.02.2000,1352.17
23.02.2000,1360.69
24.02.2000,1353.43
25.02.2000,1333.36
28.02.2000,1348.05
29.02.2000,1366.42
01.03.2000,1379.19
02.03.2000,1381.76
03.03.2000,1409.17
06.03.2000,1391.28
07.03.2000,1355.62
08.03.2000,1366.70
09.03.2000,1401.69
10.03.2000,1395.07
13.03.2000,1383.62
14.03.2000,1359.15
15.03.2000,1392.14
16.03.2000,1458.47
17.03.2000,1464.47
20.03.2000,1456.63
21.03.2000,1493.87
22.03.2000,1500.64
23.03.2000,1527.35
24.03.2000,1527.46
27.03.2000,1523.86
28.03.2000,1507.73
29.03.2000,1508.52
30.03.2000,1487.92
31.03.2000,1498.58
03.04.2000,1505.97
04.04.2000,1494.73
05.04.2000,1487.37
06.04.2000,1501.34
07.04.2000,1516.35
10.04.2000,1504.46
11.04.2000,1500.59
12.04.2000,1467.17
13.04.2000,1440.51
14.04.2000,1356.56
17.04.2000,1401.44
18.04.2000,1441.61
19.04.2000,1427.47
20.04.2000,1434.54
24.04.2000,1429.86
25.04.2000,1477.44
26.04.2000,1460.99
27.04.2000,1464.92
28.04.2000,1452.43
01.05.2000,1468.25
02.05.2000,1446.29
03.05.2000,1415.10
04.05.2000,1409.57
05.05.2000,1432.63
08.05.2000,1424.17
09.05.2000,1412.14
10.05.2000,1383.05
11.05.2000,1407.81
12.05.2000,1420.96
15.05.2000,1452.36
16.05.2000,1466.04
17.05.2000,1447.80
18.05.2000,1437.21
19.05.2000,1406.95
22.05.2000,1400.72
23.05.2000,1373.86
24.05.2000,1399.05
25.05.2000,1381.52
26.05.2000,1378.02
30.05.2000,1422.45
31.05.2000,1420.60
01.06.2000,1448.81
02.06.2000,1477.26
05.06.2000,1467.63
06.06.2000,1457.84
07.06.2000,1471.36
08.06.2000,1461.67
09.06.2000,1456.95
12.06.2000,1446.00
13.06.2000,1469.44
14.06.2000,1470.54
15.06.2000,1478.73
16.06.2000,1464.46
19.06.2000,1486.00
20.06.2000,1475.95
21.06.2000,1479.13
22.06.2000,1452.18
23.06.2000,1441.48
26.06.2000,1455.31
27.06.2000,1450.55
28.06.2000,1454.82
29.06.2000,1442.39
30.06.2000,1454.60
03.07.2000,1469.54
05.07.2000,1446.23
06.07.2000,1456.67
07.07.2000,1478.90
10.07.2000,1475.62
11.07.2000,1480.88
12.07.2000,1492.92
13.07.2000,1495.84
14.07.2000,1509.98
17.07.2000,1510.49
18.07.2000,1493.74
19.07.2000,1481.96
20.07.2000,1495.57
21.07.2000,1480.19
24.07.2000,1464.29
25.07.2000,1474.47
26.07.2000,1452.42
27.07.2000,1449.62
28.07.2000,1419.89
31.07.2000,1430.83
01.08.2000,1438.10
02.08.2000,1438.70
03.08.2000,1452.56
04.08.2000,1462.93
07.08.2000,1479.32
08.08.2000,1482.80
09.08.2000,1472.87
10.08.2000,1460.25
11.08.2000,1471.84
14.08.2000,1491.56
15.08.2000,1484.43
16.08.2000,1479.85
17.08.2000,1496.07
18.08.2000,1491.72
21.08.2000,1499.48
22.08.2000,1498.13
23.08.2000,1505.97
24.08.2000,1508.31
25.08.2000,1506.45
28.08.2000,1514.09
29.08.2000,1509.84
30.08.2000,1502.59
31.08.2000,1517.68
01.09.2000,1520.77
05.09.2000,1507.08
06.09.2000,1492.25
07.09.2000,1502.51
08.09.2000,1494.50
11.09.2000,1489.26
12.09.2000,1481.99
13.09.2000,1484.91
14.09.2000,1480.87
15.09.2000,1465.81
18.09.2000,1444.51
19.09.2000,1459.90
20.09.2000,1451.34
21.09.2000,1449.05
22.09.2000,1448.72
25.09.2000,1439.03
26.09.2000,1427.21
27.09.2000,1426.57
28.09.2000,1458.29
29.09.2000,1436.51
02.10.2000,1436.23
03.10.2000,1426.46
04.10.2000,1434.32
05.10.2000,1436.28
06.10.2000,1408.99
09.10.2000,1402.03
10.10.2000,1387.02
11.10.2000,1364.59
12.10.2000,1329.78
13.10.2000,1374.17
16.10.2000,1374.62
17.10.2000,1349.97
18.10.2000,1342.13
19.10.2000,1388.76
20.10.2000,1396.93
23.10.2000,1395.78
24.10.2000,1398.13
25.10.2000,1364.90
26.10.2000,1364.44
27.10.2000,1379.58
30.10.2000,1398.66
31.10.2000,1429.40
01.11.2000,1421.22
02.11.2000,1428.32
03.11.2000,1426.69
06.11.2000,1432.19
07.11.2000,1431.87
08.11.2000,1409.28
09.11.2000,1400.14
10.11.2000,1365.98
13.11.2000,1351.26
14.11.2000,1382.95
15.11.2000,1389.81
16.11.2000,1372.32
17.11.2000,1367.72
20.11.2000,1342.62
21.11.2000,1347.35
22.11.2000,1322.36
24.11.2000,1341.77
27.11.2000,1348.97
28.11.2000,1336.09
29.11.2000,1341.93
30.11.2000,1314.95
