"","x"
"1",-0.000299941619916256
"2",0.000195366096063695
"3",0.00108799550485818
"4",-0.00407879192971837
"5",0.00354061977128208
"6",-0.000816654130613133
"7",-0.00419396775544752
"8",-0.0025738345218992
"9",0.000953922308025144
"10",-0.000213192827658311
"11",0.0009653809274412
"12",0.00716533051906519
"13",0.000362748860582716
"14",0.00344813235450779
"15",0.00250163657187029
"16",0.00411009298518777
"17",0.00703650738283984
"18",-0.000477948228852837
"19",0.00502937793852934
"20",-0.00578428077650222
"21",0.00135534337059203
"22",0.00161933881752848
"23",0.00189648153357787
"24",-0.00362911256884431
"25",-0.000553105366181185
"26",0.00141874177132805
"27",0.00627353414248254
"28",-0.0044408070694218
"29",0.00251312315938154
"30",0.00182460146062646
"31",-0.00174832828081057
"32",0.00280662416743468
"33",0.00253145979975786
"34",-0.00907986864714373
"35",0.00410012962034709
"36",0.0109666744775337
"37",-0.00362072357830016
"38",-0.000735086327858169
"39",-0.00503795579981674
"40",0.00713813668663535
"41",0.00309681496627286
"42",-0.00417970179555452
"43",0.00515557541141574
"44",-0.00225162704896735
"45",0.0025448899257915
"46",0.00698564889844798
"47",0.0130822574699251
"48",-0.000219318731338918
"49",-0.00664975090862681
"50",0.0157855976064487
"51",0.00605954539202685
"52",-0.00523530217909447
"53",0.00358844331953669
"54",0.000718753848931725
"55",0.00322811478157911
"56",-0.00682839630262802
"57",-0.000991646974154328
"58",0.00703506193796717
"59",-0.00236187679735343
"60",0.00864917563609129
"61",-0.00326992223315431
"62",-0.00282218507147713
"63",0.00229471398843095
"64",-0.00301629651966625
"65",0.00650908613069403
"66",-0.0101985429188312
"67",-0.0103564383270603
"68",0.00314095695323748
"69",0.00452282246044183
"70",0.00803295779336592
"71",-0.00837867243219507
"72",-0.0081202088547228
"73",0.00174463441485824
"74",0.0076167628729685
"75",0.0082228893744851
"76",-0.0146317514422014
"77",-0.0190857893718937
"78",-0.00031569078436465
"79",-0.00883056232340764
"80",0.00760874743490227
"81",0.00280844740170935
"82",-0.0126452823643582
"83",0.00821741567648868
"84",-0.000255653505423739
"85",-0.00843465184953215
"86",0.00110921431311546
"87",-0.00668626998659418
"88",0.0074254913826356
"89",0.011991331752746
"90",-0.00531506676220192
"91",-0.010794633709332
"92",0.000205399120951511
"93",-0.000981207733645605
"94",0.00769399360720004
"95",-0.00309968347109851
"96",-0.00898259159960924
"97",-0.00139033555946121
"98",0.00264478632772021
"99",-0.00605235425845613
"100",0.00885517160368728
"101",0.00891410700367563
"102",0.00456908914563243
"103",0.0183225592030468
"104",0.0027874738631677
"105",-0.00732293936293889
"106",-0.00025945241322286
"107",-0.00710012111260707
"108",0.00335533854851035
"109",0.00182796428415358
"110",0.00418692381794589
"111",-0.010368549889227
"112",0.00603306216459003
"113",2.2984086252514e-05
"114",0.00363511688266134
"115",-0.00697392379237612
"116",0.0162581941356865
"117",0.000868855611704934
"118",0.0145566938764101
"119",0.0105824029567995
"120",0.000550789802732016
"121",-0.00217941124580766
"122",-0.00419240821020661
"123",0.00520524191046081
"124",0.0170946393221702
"125",-0.0163028297335108
"126",0.0170301407569209
"127",-0.00653017801576892
"128",0.00871177045174324
"129",-0.00082723398184618
"130",0.00601200162051973
"131",-0.00399515836124985
"132",-0.00473696873565263
"133",0.00932977139488463
"134",-0.00296944396041965
"135",-0.00350563114622256
"136",-0.00749387773256724
"137",-0.000228425201959523
"138",-0.00753025577423657
"139",0.00859482546509516
"140",0.0145989971797
"141",0.00822120446456922
"142",0.00644059131538063
"143",0.0164287948355686
"144",-0.00992235763454919
"145",-0.00255895378285429
"146",0.0206548060643838
"147",-0.0139482054677953
"148",0.0114546055136199
"149",0.00452895278560084
"150",-0.00271074570237636
"151",0.0117033436744424
"152",-0.00352005124388386
"153",0.00569354724129908
"154",0.0112929362130393
"155",0.00361447087343435
"156",-0.0117598566179928
"157",-0.00168939971143827
"158",0.0152787325989526
"159",-0.0143848123656834
"160",0.00996896321518852
"161",-0.00742959170868797
"162",-0.011263954078098
"163",0.00324441592964975
"164",0.00488903995595661
"165",0.00853852005194425
"166",0.0108216742411771
"167",0.0108441310919221
"168",-0.0131450930870151
"169",-0.00247148552220456
"170",0.0057297507529611
"171",0.000776002940344254
"172",-0.0119450557214894
"173",0.000699703980161335
"174",-0.0087655076418714
"175",-0.00304729979064615
"176",0.00253113552097998
"177",0.00642842616236744
"178",0.00199584814760836
"179",0.0106637374990081
"180",-0.00499688517028065
"181",0.0034511551959504
"182",-0.00135953053792457
"183",0.000273800618751394
"184",-0.0159037592734
"185",0.0043475307662309
"186",0.0029945553909502
"187",0.010445927393291
"188",0.00925077624671735
"189",-0.000240483758549935
"190",0.00683490270126336
"191",0.0141166219498959
"192",-0.00153061145157226
"193",0.00279960210663413
"194",-0.00205492369484866
"195",-0.00278416433560338
"196",0.00378941745139594
"197",-0.00423113807291663
"198",-0.00348213146108045
"199",-0.0064579810671656
"200",0.00838825017637686
"201",0.0107495613089385
"202",0.00651666009253954
"203",0.00507498296259858
"204",0.00995593237486375
"205",0.00880968012230031
"206",-0.0170850856693852
"207",-0.00350827183233698
"208",-0.00882160016122552
"209",-0.00209147309755807
"210",-0.0124479602644245
"211",-0.00135540445719735
"212",0.0126072526684824
"213",-0.00876148546566712
"214",-0.00427349909309502
"215",0.00504418610682357
"216",0.00318935888339655
"217",-0.00295884456039134
"218",-0.00134543774784151
"219",-0.0191893476986772
"220",0.00543587436527813
"221",0.00807543158597113
"222",0.00767199384949441
"223",-0.00904535358796093
"224",-0.00311081095064546
"225",-0.00589047124684752
"226",-0.0134584709246985
"227",0.00909475125633999
"228",-0.00399352601839953
"229",0.00262340588917995
"230",0.00122180239454176
"231",-0.00265323692753781
"232",-0.00663038643649113
"233",-0.00414081744829426
"234",-0.01484277360241
"235",0.0163292460014244
"236",0.0134773440248776
"237",-0.0082891773869446
"238",0.00222075976470366
"239",0.00341035247745292
"240",-0.00331547426725312
"241",0.00713190814061629
"242",-0.00427107039936405
"243",-0.0136461225638133
"244",0.00736396523947537
"245",-0.00298296004552369
"246",-0.00681320972923808
"247",0.0147389134419284
"248",-0.00568491123305709
"249",-0.00522301069489655
"250",-0.0031181638829304
"251",0.0169513925413576
"252",-0.00761416861264589
"253",-0.00435006620189005
"254",-0.00129231898904377
"255",-0.00946152037299863
"256",-0.000520783655314282
"257",-0.00869163627788492
"258",0.00384535966951497
"259",-0.000540679462780396
"260",0.00192738680647034
"261",-0.00314120279753948
"262",0.0122388257334212
"263",-0.013682627758793
"264",-0.00387051254106329
"265",0.00595449229701156
"266",-0.0105144381307513
"267",0.00303744411497491
"268",0.00599905805795079
"269",0.0115881485436268
"270",0.00824935847344412
"271",-0.010736896104575
"272",-0.00513522787387834
"273",0.00283232550335123
"274",0.00448931117302391
"275",-0.00558249059430707
"276",0.00191026259542516
"277",0.00868438658834125
"278",0.00588519614276485
"279",0.0084892861004251
"280",0.00481568916414751
"281",-0.00435138400021817
"282",0.00186013960273136
"283",0.00112247172915052
"284",-0.0055232275853347
"285",-0.00196913577051153
"286",-0.00559353049441495
"287",-0.00546598128587481
"288",-0.00762012292584989
"289",-0.00807775997606755
"290",0.00149726523020322
"291",-0.00467284210282434
"292",-0.00738000820244964
"293",0.0063068084378467
"294",0.000816909962050428
"295",-0.0130258761125593
"296",0.00445442649376016
"297",-0.00336751074601033
"298",0.00312604833668118
"299",-0.00614152363705659
"300",-0.00217892074517545
"301",-0.0056191275119292
"302",0.00415729955691081
"303",0.0071150863824188
"304",0.00413304952154263
"305",-9.03189268763277e-05
"306",-0.000663679480134451
"307",-0.000188733888058882
"308",-0.00270152581099196
"309",0.00625215420455398
"310",0.00405709643523533
"311",0.00153070481820292
"312",-0.00657023713604866
"313",-0.00181842734998966
"314",-0.00869059462435054
"315",-0.000242057328646807
"316",-0.00199320043731619
"317",0.010397342142286
"318",-0.000196231273612612
"319",-0.0057613378513869
"320",0.0212008438924539
"321",-0.00307181204099092
"322",0.00483372897767542
"323",-0.00445757005463829
"324",-0.00777610757657676
"325",-0.00865602131337948
"326",0.00297467353561477
"327",0.00695065387055909
"328",-0.0121409126713341
"329",-0.00904477504009867
"330",0.011548318873255
"331",-0.0248527614152001
"332",0.00874580990093269
"333",0.00497134871154027
"334",-0.0142805583015635
"335",-0.0157134379147541
"336",-0.00993186270858491
"337",0.000264347699335182
"338",-0.0113443726377671
"339",0.00308803267491154
"340",-0.00743622153276173
"341",-0.000661218501125555
"342",-0.00609265754119424
"343",-0.0127419499333934
"344",0.00615726983312708
"345",-0.0023899604017139
"346",0.013046917291298
"347",-0.00153082507147289
"348",-0.00457754385427305
"349",-0.00136746993208048
"350",-0.0184212479542774
"351",0.00123677987546589
"352",0.0086676242618511
"353",-0.00211672090500007
"354",0.00719587978764735
"355",-0.00719529719857845
"356",-0.00198110223036774
"357",0.0082608297896519
"358",-0.00839539072588421
"359",0.00818133402593219
"360",0.0175754640761997
"361",-0.0021424918932701
"362",-0.000600240187717534
"363",-0.0049737210558836
"364",0.00564156482287186
"365",0.0223430830939108
"366",0.00325417310888801
"367",-0.0243820661777013
"368",-0.0120087106997411
"369",0.00733614349487225
"370",0.0100187439717546
"371",-0.0187266041952254
"372",-0.00493131779636871
"373",-0.0164499107519829
"374",0.0230677046997345
"375",-0.0162749710165706
"376",-0.00865622070245014
"377",-0.00302250023173272
"378",0.00435861915358634
"379",-2.21664222049947e-05
"380",-0.00165422248948813
"381",-0.00659409108960528
"382",-0.0201189610366198
"383",0.00283514605477732
"384",-0.00850710808710638
"385",0.0151009009062989
"386",0.00805299844986249
"387",0.000472911086476003
"388",0.00671098958921406
"389",-0.00379138689794423
"390",0.00363884552336006
"391",-0.0158122327374879
"392",-0.0025367198982059
"393",0.0118066313805607
"394",-0.0151456613812472
"395",0.000697452844283407
"396",-0.0152027101704398
"397",-0.00951903522599748
"398",0.000393718958432333
"399",-7.25930092560678e-05
"400",0.000465983459599751
"401",0.0233471958826875
"402",-0.00158061923387705
"403",0.00189814962613092
"404",-0.00987710334210225
"405",0.00267847468350525
"406",0.0039946784547434
"407",-0.0167926763559297
"408",0.0200594811141524
"409",0.0112679148257264
"410",0.00138638033068989
"411",-0.0224635444117879
"412",0.0213069699317406
"413",0.00785694856756
"414",-0.00279794191150918
"415",0.000681135401644151
"416",-0.00565203792830086
"417",-0.00552991941509472
"418",0.00746190516281519
"419",-0.0111123398272447
"420",0.00351978652770428
"421",-0.00954078990933287
"422",-0.00150999689372511
"423",-0.00858374524491307
"424",-0.031166738828575
"425",0.0240885664401453
"426",0.017541104855603
"427",-0.021051339847055
"428",0.0321117109762365
"429",-0.0134076493661807
"430",-0.019935253108332
"431",0.0373628445138967
"432",-0.0201011394333962
"433",-0.0171633087327593
"434",0.00964821600061423
"435",-0.0366480441032052
"436",0.0152878964812127
"437",-0.0131623793265073
"438",-0.00348695072948301
"439",-0.00533807081732187
"440",0.0100046108589288
"441",-0.00804889714392828
"442",-0.0195635161143696
"443",-0.0224315771751342
"444",-0.0386638783100343
"445",-0.00493969789088093
"446",-0.01949930687628
"447",0.0215397585036261
"448",-0.0148055921628727
"449",-0.0171636068739985
"450",-0.0114482719497569
"451",-0.00820561835226534
"452",0.0283133683904262
"453",1.41183964542822e-05
"454",0.0024194634252835
"455",-0.0124858710463073
"456",0.000214403112002542
"457",0.0125615114935683
"458",0.00123196186629821
"459",-0.0149175782484972
"460",0.0014734349576497
"461",0.0106082455943821
"462",0.0254384780752356
"463",-0.00470983454348873
"464",-0.0173334767208476
"465",0.00499100710063216
"466",-0.0136846193448611
"467",0.00886533487529147
"468",-0.00877052081974075
"469",-0.0151212765655656
"470",-0.000234689544619804
"471",-0.0101613457568395
"472",0.0184487437339914
"473",-0.000296471378093575
"474",-0.00456463890974872
"475",-0.0256378820527021
"476",0.034034618165558
"477",-0.000778118258964861
"478",0.00481395669740836
"479",-0.00575136113222067
"480",-0.0208352181135767
"481",0.00326056611155734
"482",0.0269119145227261
"483",-0.00841829064540896
"484",-0.0286344328197756
"485",-0.000195734183402127
"486",0.00184533412864786
"487",-0.0133318211405141
"488",0.0133866513375707
"489",-0.00732024915166295
"490",0.00310106416998268
"491",-0.00261710230409613
"492",0.00575968475946184
"493",0.00834747564145265
"494",0.0108214833420707
"495",-0.00632882983829412
"496",-0.0127251400939951
"497",0.00204548347949479
"498",-0.00701926070176399
"499",-0.00290602846061476
"500",0.00739286511841845
"501",0.0108954613980899
"502",0.00795937309829375
"503",0.00645072849773318
"504",0.000727882551280883
"505",0.0062740955746605
"506",-0.00376949507919127
"507",-0.0129615557534388
"508",0.00617023377350578
"509",-0.00412146320059045
"510",-0.00642090084603989
"511",0.0127173255892787
"512",-0.0182218308939613
"513",-0.00992096738517836
"514",0.00354367213048001
"515",-0.00636018260672324
"516",-0.00867458490642298
"517",-0.0014530194870522
"518",0.00755861382207115
"519",-0.000839721546108009
"520",0.0163831235381289
"521",0.0162579982960612
"522",0.00408010667837969
"523",0.0123349265171387
"524",0.00988512457802483
"525",0.0116840121826552
"526",-0.0199683104758479
"527",-0.0215518719440658
"528",0.00574446344004077
"529",0.00787723920304
"530",0.00650224311256441
"531",-0.0101294709132923
"532",0.0165544267592862
"533",0.00245849213639746
"534",-0.021332441286746
"535",-0.00762466139242856
"536",0.0120518213541123
"537",0.00799350924374924
"538",-0.00471957605385766
"539",0.00141839523749436
"540",-0.00886158074311258
"541",-0.00398853485106
"542",-0.00627412188244388
"543",-0.000520272084052609
"544",-0.0196378245444029
"545",-0.0243642811844986
"546",-0.00499649733325653
"547",-0.00415866669929632
"548",0.00269519019908236
"549",-0.0117916269292787
"550",-0.0119428759903791
"551",0.0137091196059926
"552",0.0127125866468917
"553",-0.0160822269496109
"554",0.019580268427329
"555",-0.00841218541088639
"556",0.00967996426341904
"557",-0.00838307963526764
"558",-0.0197286970524449
"559",0.00930989359268474
"560",-0.00483370213359743
"561",-0.00881476942729334
"562",-0.00833546217717515
"563",0.00530471113010765
"564",0.0166974573077926
"565",0.00369407352026069
"566",0.00271209732878234
"567",-0.000226860655566359
"568",-0.00148152817139937
"569",0.00788309629733968
"570",-0.00350073371331518
"571",-0.012375082605435
"572",0.0131109627759828
"573",-0.00325747290381094
